"Date","Parsha","Aliyah","Reading","Verses"
10-Jun-2017,"Beha'alotcha",3,"Numbers 9:1 - 9:14",14
10-Jun-2017,"Beha'alotcha",4,"Numbers 9:15 - 10:10",19
10-Jun-2017,"Beha'alotcha",5,"Numbers 10:11 - 10:34",24
10-Jun-2017,"Beha'alotcha",6,"Numbers 10:35 - 11:29",31
10-Jun-2017,"Beha'alotcha",7,"Numbers 11:30 - 12:16",22
10-Jun-2017,"Beha'alotcha","maf","Numbers 12:14 - 12:16",3
10-Jun-2017,"Beha'alotcha","Haftara","Zechariah 2:14 - 4:7",

17-Jun-2017,"Sh'lach",1,"Numbers 13:1 - 13:20",20
17-Jun-2017,"Sh'lach",2,"Numbers 13:21 - 14:7",20
17-Jun-2017,"Sh'lach",3,"Numbers 14:8 - 14:25",18
17-Jun-2017,"Sh'lach",4,"Numbers 14:26 - 15:7",27
17-Jun-2017,"Sh'lach",5,"Numbers 15:8 - 15:16",9
17-Jun-2017,"Sh'lach",6,"Numbers 15:17 - 15:26",10
17-Jun-2017,"Sh'lach",7,"Numbers 15:27 - 15:41",15
17-Jun-2017,"Sh'lach","maf","Numbers 15:37 - 15:41",5
17-Jun-2017,"Sh'lach","Haftara","Joshua 2:1 - 2:24",

24-Jun-2017,"Korach",1,"Numbers 16:1 - 16:13",13
24-Jun-2017,"Korach",2,"Numbers 16:14 - 16:19",6
24-Jun-2017,"Korach",3,"Numbers 16:20 - 17:8",24
24-Jun-2017,"Korach",4,"Numbers 17:9 - 17:15",7
24-Jun-2017,"Korach",5,"Numbers 17:16 - 17:24",9
24-Jun-2017,"Korach",6,"Numbers 17:25 - 18:20",24
24-Jun-2017,"Korach",7,"Numbers 18:21 - 18:32",12
24-Jun-2017,"Korach","maf","Numbers 28:9 - 28:15 (Shabbat Rosh Chodesh)",
24-Jun-2017,"Korach","Haftara","Isaiah 66:1 - 66:24 (Shabbat Rosh Chodesh)",

01-Jul-2017,"Chukat",1,"Numbers 19:1 - 19:17",17
01-Jul-2017,"Chukat",2,"Numbers 19:18 - 20:6",11
01-Jul-2017,"Chukat",3,"Numbers 20:7 - 20:13",7
01-Jul-2017,"Chukat",4,"Numbers 20:14 - 20:21",8
01-Jul-2017,"Chukat",5,"Numbers 20:22 - 21:9",17
01-Jul-2017,"Chukat",6,"Numbers 21:10 - 21:20",11
01-Jul-2017,"Chukat",7,"Numbers 21:21 - 22:1",16
01-Jul-2017,"Chukat","maf","Numbers 21:34 - 22:1",3
01-Jul-2017,"Chukat","Haftara","Judges 11:1 - 11:33",

08-Jul-2017,"Balak",1,"Numbers 22:2 - 22:12",11
08-Jul-2017,"Balak",2,"Numbers 22:13 - 22:20",8
08-Jul-2017,"Balak",3,"Numbers 22:21 - 22:38",18
08-Jul-2017,"Balak",4,"Numbers 22:39 - 23:12",15
08-Jul-2017,"Balak",5,"Numbers 23:13 - 23:26",14
08-Jul-2017,"Balak",6,"Numbers 23:27 - 24:13",17
08-Jul-2017,"Balak",7,"Numbers 24:14 - 25:9",21
08-Jul-2017,"Balak","maf","Numbers 25:7 - 25:9",3
08-Jul-2017,"Balak","Haftara","Micah 5:6 - 6:8",

15-Jul-2017,"Pinchas",1,"Numbers 25:10 - 26:4",13
15-Jul-2017,"Pinchas",2,"Numbers 26:5 - 26:51",47
15-Jul-2017,"Pinchas",3,"Numbers 26:52 - 27:5",19
15-Jul-2017,"Pinchas",4,"Numbers 27:6 - 27:23",18
15-Jul-2017,"Pinchas",5,"Numbers 28:1 - 28:15",15
15-Jul-2017,"Pinchas",6,"Numbers 28:16 - 29:11",27
15-Jul-2017,"Pinchas",7,"Numbers 29:12 - 30:1",29
15-Jul-2017,"Pinchas","maf","Numbers 29:35 - 30:1",6
15-Jul-2017,"Pinchas","Haftara","I Kings 18:46 - 19:21",

22-Jul-2017,"Matot-Masei",1,"Numbers 30:2 - 31:12",28
22-Jul-2017,"Matot-Masei",2,"Numbers 31:13 - 31:54",42
22-Jul-2017,"Matot-Masei",3,"Numbers 32:1 - 32:19",19
22-Jul-2017,"Matot-Masei",4,"Numbers 32:20 - 33:49",72
22-Jul-2017,"Matot-Masei",5,"Numbers 33:50 - 34:15",22
22-Jul-2017,"Matot-Masei",6,"Numbers 34:16 - 35:8",22
22-Jul-2017,"Matot-Masei",7,"Numbers 35:9 - 36:13",39
22-Jul-2017,"Matot-Masei","Haftara","Jeremiah 2:4 - 28; 3:4",

29-Jul-2017,"Devarim",1,"Deuteronomy 1:1 - 1:11",11
29-Jul-2017,"Devarim",2,"Deuteronomy 1:12 - 1:21",10
29-Jul-2017,"Devarim",3,"Deuteronomy 1:22 - 1:38",17
29-Jul-2017,"Devarim",4,"Deuteronomy 1:39 - 2:1",9
29-Jul-2017,"Devarim",5,"Deuteronomy 2:2 - 2:30",29
29-Jul-2017,"Devarim",6,"Deuteronomy 2:31 - 3:14",21
29-Jul-2017,"Devarim",7,"Deuteronomy 3:15 - 3:22",8
29-Jul-2017,"Devarim","maf","Deuteronomy 3:20 - 3:22",3
29-Jul-2017,"Devarim","Haftara","Isaiah 1:1 - 1:27",

05-Aug-2017,"Vaetchanan",1,"Deuteronomy 3:23 - 4:4",11
05-Aug-2017,"Vaetchanan",2,"Deuteronomy 4:5 - 4:40",36
05-Aug-2017,"Vaetchanan",3,"Deuteronomy 4:41 - 4:49",9
05-Aug-2017,"Vaetchanan",4,"Deuteronomy 5:1 - 5:18",18
05-Aug-2017,"Vaetchanan",5,"Deuteronomy 5:19 - 6:3",15
05-Aug-2017,"Vaetchanan",6,"Deuteronomy 6:4 - 6:25",22
05-Aug-2017,"Vaetchanan",7,"Deuteronomy 7:1 - 7:11",11
05-Aug-2017,"Vaetchanan","maf","Deuteronomy 7:9 - 7:11",3
05-Aug-2017,"Vaetchanan","Haftara","Isaiah 40:1 - 40:26",

12-Aug-2017,"Eikev",1,"Deuteronomy 7:12 - 8:10",25
12-Aug-2017,"Eikev",2,"Deuteronomy 8:11 - 9:3",13
12-Aug-2017,"Eikev",3,"Deuteronomy 9:4 - 9:29",26
12-Aug-2017,"Eikev",4,"Deuteronomy 10:1 - 10:11",11
12-Aug-2017,"Eikev",5,"Deuteronomy 10:12 - 11:9",20
12-Aug-2017,"Eikev",6,"Deuteronomy 11:10 - 11:21",12
12-Aug-2017,"Eikev",7,"Deuteronomy 11:22 - 11:25",4
12-Aug-2017,"Eikev","maf","Deuteronomy 11:22 - 11:25",4
12-Aug-2017,"Eikev","Haftara","Isaiah 49:14 - 51:3",

19-Aug-2017,"Re'eh",1,"Deuteronomy 11:26 - 12:10",17
19-Aug-2017,"Re'eh",2,"Deuteronomy 12:11 - 12:28",18
19-Aug-2017,"Re'eh",3,"Deuteronomy 12:29 - 13:19",22
19-Aug-2017,"Re'eh",4,"Deuteronomy 14:1 - 14:21",21
19-Aug-2017,"Re'eh",5,"Deuteronomy 14:22 - 14:29",8
19-Aug-2017,"Re'eh",6,"Deuteronomy 15:1 - 15:18",18
19-Aug-2017,"Re'eh",7,"Deuteronomy 15:19 - 16:17",22
19-Aug-2017,"Re'eh","maf","Deuteronomy 16:13 - 16:17",5
19-Aug-2017,"Re'eh","Haftara","Isaiah 54:11 - 55:5",

26-Aug-2017,"Shoftim",1,"Deuteronomy 16:18 - 17:13",18
26-Aug-2017,"Shoftim",2,"Deuteronomy 17:14 - 17:20",7
26-Aug-2017,"Shoftim",3,"Deuteronomy 18:1 - 18:5",5
26-Aug-2017,"Shoftim",4,"Deuteronomy 18:6 - 18:13",8
26-Aug-2017,"Shoftim",5,"Deuteronomy 18:14 - 19:13",22
26-Aug-2017,"Shoftim",6,"Deuteronomy 19:14 - 20:9",17
26-Aug-2017,"Shoftim",7,"Deuteronomy 20:10 - 21:9",20
26-Aug-2017,"Shoftim","maf","Deuteronomy 21:7 - 21:9",3
26-Aug-2017,"Shoftim","Haftara","Isaiah 51:12 - 52:12",

02-Sep-2017,"Ki Teitzei",1,"Deuteronomy 21:10 - 21:21",12
02-Sep-2017,"Ki Teitzei",2,"Deuteronomy 21:22 - 22:7",9
02-Sep-2017,"Ki Teitzei",3,"Deuteronomy 22:8 - 23:7",29
02-Sep-2017,"Ki Teitzei",4,"Deuteronomy 23:8 - 23:24",17
02-Sep-2017,"Ki Teitzei",5,"Deuteronomy 23:25 - 24:4",6
02-Sep-2017,"Ki Teitzei",6,"Deuteronomy 24:5 - 24:13",9
02-Sep-2017,"Ki Teitzei",7,"Deuteronomy 24:14 - 25:19",28
02-Sep-2017,"Ki Teitzei","maf","Deuteronomy 25:17 - 25:19",3
02-Sep-2017,"Ki Teitzei","Haftara","Isaiah 54:1 - 54:10",

09-Sep-2017,"Ki Tavo",1,"Deuteronomy 26:1 - 26:11",11
09-Sep-2017,"Ki Tavo",2,"Deuteronomy 26:12 - 26:15",4
09-Sep-2017,"Ki Tavo",3,"Deuteronomy 26:16 - 26:19",4
09-Sep-2017,"Ki Tavo",4,"Deuteronomy 27:1 - 27:10",10
09-Sep-2017,"Ki Tavo",5,"Deuteronomy 27:11 - 28:6",22
09-Sep-2017,"Ki Tavo",6,"Deuteronomy 28:7 - 28:69",63
09-Sep-2017,"Ki Tavo",7,"Deuteronomy 29:1 - 29:8",8
09-Sep-2017,"Ki Tavo","maf","Deuteronomy 29:6 - 29:8",3
09-Sep-2017,"Ki Tavo","Haftara","Isaiah 60:1 - 60:22",

16-Sep-2017,"Nitzavim-Vayeilech",1,"Deuteronomy 29:9 - 29:28",20
16-Sep-2017,"Nitzavim-Vayeilech",2,"Deuteronomy 30:1 - 30:6",6
16-Sep-2017,"Nitzavim-Vayeilech",3,"Deuteronomy 30:7 - 30:14",8
16-Sep-2017,"Nitzavim-Vayeilech",4,"Deuteronomy 30:15 - 31:6",12
16-Sep-2017,"Nitzavim-Vayeilech",5,"Deuteronomy 31:7 - 31:13",7
16-Sep-2017,"Nitzavim-Vayeilech",6,"Deuteronomy 31:14 - 31:19",6
16-Sep-2017,"Nitzavim-Vayeilech",7,"Deuteronomy 31:20 - 31:30",11
16-Sep-2017,"Nitzavim-Vayeilech","Haftara","Isaiah 61:10 - 63:9",

23-Sep-2017,"Ha'Azinu",1,"Deuteronomy 32:1 - 32:6",6
23-Sep-2017,"Ha'Azinu",2,"Deuteronomy 32:7 - 32:12",6
23-Sep-2017,"Ha'Azinu",3,"Deuteronomy 32:13 - 32:18",6
23-Sep-2017,"Ha'Azinu",4,"Deuteronomy 32:19 - 32:28",10
23-Sep-2017,"Ha'Azinu",5,"Deuteronomy 32:29 - 32:39",11
23-Sep-2017,"Ha'Azinu",6,"Deuteronomy 32:40 - 32:43",4
23-Sep-2017,"Ha'Azinu",7,"Deuteronomy 32:44 - 32:52",9
23-Sep-2017,"Ha'Azinu","maf","Deuteronomy 32:48 - 32:52",5
23-Sep-2017,"Ha'Azinu","Haftara","Hosea 14:2-10; Micah 7:18-20; Joel 2:15-27 (Shabbat Shuva)",

14-Oct-2017,"Bereshit",1,"Genesis 1:1 - 2:3",34
14-Oct-2017,"Bereshit",2,"Genesis 2:4 - 2:19",16
14-Oct-2017,"Bereshit",3,"Genesis 2:20 - 3:21",27
14-Oct-2017,"Bereshit",4,"Genesis 3:22 - 4:18",21
14-Oct-2017,"Bereshit",5,"Genesis 4:19 - 4:22",4
14-Oct-2017,"Bereshit",6,"Genesis 4:23 - 5:24",28
14-Oct-2017,"Bereshit",7,"Genesis 5:25 - 6:8",16
14-Oct-2017,"Bereshit","maf","Genesis 6:5 - 6:8",4
14-Oct-2017,"Bereshit","Haftara","Isaiah 42:5 - 43:10",

21-Oct-2017,"Noach",1,"Genesis 6:9 - 6:22",14
21-Oct-2017,"Noach",2,"Genesis 7:1 - 7:16",16
21-Oct-2017,"Noach",3,"Genesis 7:17 - 8:14",22
21-Oct-2017,"Noach",4,"Genesis 8:15 - 9:7",15
21-Oct-2017,"Noach",5,"Genesis 9:8 - 9:17",10
21-Oct-2017,"Noach",6,"Genesis 9:18 - 10:32",44
21-Oct-2017,"Noach",7,"Genesis 11:1 - 11:32",32
21-Oct-2017,"Noach","maf","Numbers 28:9 - 28:15 (Shabbat Rosh Chodesh)",
21-Oct-2017,"Noach","Haftara","Isaiah 66:1 - 66:24 (Shabbat Rosh Chodesh)",

28-Oct-2017,"Lech-Lecha",1,"Genesis 12:1 - 12:13",13
28-Oct-2017,"Lech-Lecha",2,"Genesis 12:14 - 13:4",11
28-Oct-2017,"Lech-Lecha",3,"Genesis 13:5 - 13:18",14
28-Oct-2017,"Lech-Lecha",4,"Genesis 14:1 - 14:20",20
28-Oct-2017,"Lech-Lecha",5,"Genesis 14:21 - 15:6",10
28-Oct-2017,"Lech-Lecha",6,"Genesis 15:7 - 17:6",37
28-Oct-2017,"Lech-Lecha",7,"Genesis 17:7 - 17:27",21
28-Oct-2017,"Lech-Lecha","maf","Genesis 17:24 - 17:27",4
28-Oct-2017,"Lech-Lecha","Haftara","Isaiah 40:27 - 41:16",

04-Nov-2017,"Vayera",1,"Genesis 18:1 - 18:14",14
04-Nov-2017,"Vayera",2,"Genesis 18:15 - 18:33",19
04-Nov-2017,"Vayera",3,"Genesis 19:1 - 19:20",20
04-Nov-2017,"Vayera",4,"Genesis 19:21 - 21:4",40
04-Nov-2017,"Vayera",5,"Genesis 21:5 - 21:21",17
04-Nov-2017,"Vayera",6,"Genesis 21:22 - 21:34",13
04-Nov-2017,"Vayera",7,"Genesis 22:1 - 22:24",24
04-Nov-2017,"Vayera","maf","Genesis 22:20 - 22:24",5
04-Nov-2017,"Vayera","Haftara","II Kings 4:1 - 4:37",

11-Nov-2017,"Chayei Sara",1,"Genesis 23:1 - 23:16",16
11-Nov-2017,"Chayei Sara",2,"Genesis 23:17 - 24:9",13
11-Nov-2017,"Chayei Sara",3,"Genesis 24:10 - 24:26",17
11-Nov-2017,"Chayei Sara",4,"Genesis 24:27 - 24:52",26
11-Nov-2017,"Chayei Sara",5,"Genesis 24:53 - 24:67",15
11-Nov-2017,"Chayei Sara",6,"Genesis 25:1 - 25:11",11
11-Nov-2017,"Chayei Sara",7,"Genesis 25:12 - 25:18",7
11-Nov-2017,"Chayei Sara","maf","Genesis 25:16 - 25:18",3
11-Nov-2017,"Chayei Sara","Haftara","I Kings 1:1 - 1:31",

18-Nov-2017,"Toldot",1,"Genesis 25:19 - 26:5",21
18-Nov-2017,"Toldot",2,"Genesis 26:6 - 26:12",7
18-Nov-2017,"Toldot",3,"Genesis 26:13 - 26:22",10
18-Nov-2017,"Toldot",4,"Genesis 26:23 - 26:29",7
18-Nov-2017,"Toldot",5,"Genesis 26:30 - 27:27",33
18-Nov-2017,"Toldot",6,"Genesis 27:28 - 28:4",23
18-Nov-2017,"Toldot",7,"Genesis 28:5 - 28:9",5
18-Nov-2017,"Toldot","maf","Genesis 28:7 - 28:9",3
18-Nov-2017,"Toldot","Haftara","I Samuel 20:18 - 20:42 (Shabbat Machar Chodesh)",

25-Nov-2017,"Vayetzei",1,"Genesis 28:10 - 28:22",13
25-Nov-2017,"Vayetzei",2,"Genesis 29:1 - 29:17",17
25-Nov-2017,"Vayetzei",3,"Genesis 29:18 - 30:13",31
25-Nov-2017,"Vayetzei",4,"Genesis 30:14 - 30:27",14
25-Nov-2017,"Vayetzei",5,"Genesis 30:28 - 31:16",32
25-Nov-2017,"Vayetzei",6,"Genesis 31:17 - 31:42",26
25-Nov-2017,"Vayetzei",7,"Genesis 31:43 - 32:3",15
25-Nov-2017,"Vayetzei","maf","Genesis 32:1 - 32:3",3
25-Nov-2017,"Vayetzei","Haftara","Hosea 12:13 - 14:10",

02-Dec-2017,"Vayishlach",1,"Genesis 32:4 - 32:13",10
02-Dec-2017,"Vayishlach",2,"Genesis 32:14 - 32:30",17
02-Dec-2017,"Vayishlach",3,"Genesis 32:31 - 33:5",8
02-Dec-2017,"Vayishlach",4,"Genesis 33:6 - 33:20",15
02-Dec-2017,"Vayishlach",5,"Genesis 34:1 - 35:11",42
02-Dec-2017,"Vayishlach",6,"Genesis 35:12 - 36:19",37
02-Dec-2017,"Vayishlach",7,"Genesis 36:20 - 36:43",24
02-Dec-2017,"Vayishlach","maf","Genesis 36:40 - 36:43",4
02-Dec-2017,"Vayishlach","Haftara","Obadiah 1:1 - 1:21",

09-Dec-2017,"Vayeshev",1,"Genesis 37:1 - 37:11",11
09-Dec-2017,"Vayeshev",2,"Genesis 37:12 - 37:22",11
09-Dec-2017,"Vayeshev",3,"Genesis 37:23 - 37:36",14
09-Dec-2017,"Vayeshev",4,"Genesis 38:1 - 38:30",30
09-Dec-2017,"Vayeshev",5,"Genesis 39:1 - 39:6",6
09-Dec-2017,"Vayeshev",6,"Genesis 39:7 - 39:23",17
09-Dec-2017,"Vayeshev",7,"Genesis 40:1 - 40:23",23
09-Dec-2017,"Vayeshev","maf","Genesis 40:20 - 40:23",4
09-Dec-2017,"Vayeshev","Haftara","Amos 2:6 - 3:8",

16-Dec-2017,"Miketz",1,"Genesis 41:1 - 41:14",14
16-Dec-2017,"Miketz",2,"Genesis 41:15 - 41:38",24
16-Dec-2017,"Miketz",3,"Genesis 41:39 - 41:52",14
16-Dec-2017,"Miketz",4,"Genesis 41:53 - 42:18",23
16-Dec-2017,"Miketz",5,"Genesis 42:19 - 43:15",35
16-Dec-2017,"Miketz",6,"Genesis 43:16 - 43:29",14
16-Dec-2017,"Miketz",7,"Genesis 43:30 - 44:17",22
16-Dec-2017,"Miketz","maf","Numbers 7:30 - 7:41 (Shabbat Chanukah - Day 4)",
16-Dec-2017,"Miketz","Haftara","Zechariah 2:14-4:7 (Shabbat Chanukah)",

23-Dec-2017,"Vayigash",1,"Genesis 44:18 - 44:30",13
23-Dec-2017,"Vayigash",2,"Genesis 44:31 - 45:7",11
23-Dec-2017,"Vayigash",3,"Genesis 45:8 - 45:18",11
23-Dec-2017,"Vayigash",4,"Genesis 45:19 - 45:27",9
23-Dec-2017,"Vayigash",5,"Genesis 45:28 - 46:27",28
23-Dec-2017,"Vayigash",6,"Genesis 46:28 - 47:10",17
23-Dec-2017,"Vayigash",7,"Genesis 47:11 - 47:27",17
23-Dec-2017,"Vayigash","maf","Genesis 47:25 - 47:27",3
23-Dec-2017,"Vayigash","Haftara","Ezekiel 37:15 - 37:28",

30-Dec-2017,"Vayechi",1,"Genesis 47:28 - 48:9",13
30-Dec-2017,"Vayechi",2,"Genesis 48:10 - 48:16",7
30-Dec-2017,"Vayechi",3,"Genesis 48:17 - 48:22",6
30-Dec-2017,"Vayechi",4,"Genesis 49:1 - 49:18",18
30-Dec-2017,"Vayechi",5,"Genesis 49:19 - 49:26",8
30-Dec-2017,"Vayechi",6,"Genesis 49:27 - 50:20",27
30-Dec-2017,"Vayechi",7,"Genesis 50:21 - 50:26",6
30-Dec-2017,"Vayechi","maf","Genesis 50:23 - 50:26",4
30-Dec-2017,"Vayechi","Haftara","I Kings 2:1 - 2:12",

06-Jan-2018,"Shemot",1,"Exodus 1:1 - 1:17",17
06-Jan-2018,"Shemot",2,"Exodus 1:18 - 2:10",15
06-Jan-2018,"Shemot",3,"Exodus 2:11 - 2:25",15
06-Jan-2018,"Shemot",4,"Exodus 3:1 - 3:15",15
06-Jan-2018,"Shemot",5,"Exodus 3:16 - 4:17",24
06-Jan-2018,"Shemot",6,"Exodus 4:18 - 4:31",14
06-Jan-2018,"Shemot",7,"Exodus 5:1 - 6:1",24
06-Jan-2018,"Shemot","maf","Exodus 5:22 - 6:1",3
06-Jan-2018,"Shemot","Haftara","Isaiah 27:6 - 28:13; 29:22 - 29:23",

13-Jan-2018,"Vaera",1,"Exodus 6:2 - 6:13",12
13-Jan-2018,"Vaera",2,"Exodus 6:14 - 6:28",15
13-Jan-2018,"Vaera",3,"Exodus 6:29 - 7:7",9
13-Jan-2018,"Vaera",4,"Exodus 7:8 - 8:6",28
13-Jan-2018,"Vaera",5,"Exodus 8:7 - 8:18",12
13-Jan-2018,"Vaera",6,"Exodus 8:19 - 9:16",26
13-Jan-2018,"Vaera",7,"Exodus 9:17 - 9:35",19
13-Jan-2018,"Vaera","maf","Exodus 9:33 - 9:35",3
13-Jan-2018,"Vaera","Haftara","Ezekiel 28:25 - 29:21",

20-Jan-2018,"Bo",1,"Exodus 10:1 - 10:11",11
20-Jan-2018,"Bo",2,"Exodus 10:12 - 10:23",12
20-Jan-2018,"Bo",3,"Exodus 10:24 - 11:3",9
20-Jan-2018,"Bo",4,"Exodus 11:4 - 12:20",27
20-Jan-2018,"Bo",5,"Exodus 12:21 - 12:28",8
20-Jan-2018,"Bo",6,"Exodus 12:29 - 12:51",23
20-Jan-2018,"Bo",7,"Exodus 13:1 - 13:16",16
20-Jan-2018,"Bo","maf","Exodus 13:14 - 13:16",3
20-Jan-2018,"Bo","Haftara","Jeremiah 46:13 - 46:28",

27-Jan-2018,"Beshalach",1,"Exodus 13:17 - 14:8",14
27-Jan-2018,"Beshalach",2,"Exodus 14:9 - 14:14",6
27-Jan-2018,"Beshalach",3,"Exodus 14:15 - 14:25",11
27-Jan-2018,"Beshalach",4,"Exodus 14:26 - 15:26",32
27-Jan-2018,"Beshalach",5,"Exodus 15:27 - 16:10",11
27-Jan-2018,"Beshalach",6,"Exodus 16:11 - 16:36",26
27-Jan-2018,"Beshalach",7,"Exodus 17:1 - 17:16",16
27-Jan-2018,"Beshalach","maf","Exodus 17:14 - 17:16",3
27-Jan-2018,"Beshalach","Haftara","Judges 4:4 - 5:31",

03-Feb-2018,"Yitro",1,"Exodus 18:1 - 18:12",12
03-Feb-2018,"Yitro",2,"Exodus 18:13 - 18:23",11
03-Feb-2018,"Yitro",3,"Exodus 18:24 - 18:27",4
03-Feb-2018,"Yitro",4,"Exodus 19:1 - 19:6",6
03-Feb-2018,"Yitro",5,"Exodus 19:7 - 19:19",13
03-Feb-2018,"Yitro",6,"Exodus 19:20 - 20:14",20
03-Feb-2018,"Yitro",7,"Exodus 20:15 - 20:23",9
03-Feb-2018,"Yitro","maf","Exodus 20:19 - 20:23",5
03-Feb-2018,"Yitro","Haftara","Isaiah 6:1 - 7:6; 9:5 - 9:6",

10-Feb-2018,"Mishpatim",1,"Exodus 21:1 - 21:19",19
10-Feb-2018,"Mishpatim",2,"Exodus 21:20 - 22:3",21
10-Feb-2018,"Mishpatim",3,"Exodus 22:4 - 22:26",23
10-Feb-2018,"Mishpatim",4,"Exodus 22:27 - 23:5",9
10-Feb-2018,"Mishpatim",5,"Exodus 23:6 - 23:19",14
10-Feb-2018,"Mishpatim",6,"Exodus 23:20 - 23:25",6
10-Feb-2018,"Mishpatim",7,"Exodus 23:26 - 24:18",26
10-Feb-2018,"Mishpatim","maf","Exodus 30:11 - 30:16 (Shabbat Shekalim)",
10-Feb-2018,"Mishpatim","Haftara","II Kings 12:1 - 12:17 (Shabbat Shekalim)",

17-Feb-2018,"Terumah",1,"Exodus 25:1 - 25:16",16
17-Feb-2018,"Terumah",2,"Exodus 25:17 - 25:30",14
17-Feb-2018,"Terumah",3,"Exodus 25:31 - 26:14",24
17-Feb-2018,"Terumah",4,"Exodus 26:15 - 26:30",16
17-Feb-2018,"Terumah",5,"Exodus 26:31 - 26:37",7
17-Feb-2018,"Terumah",6,"Exodus 27:1 - 27:8",8
17-Feb-2018,"Terumah",7,"Exodus 27:9 - 27:19",11
17-Feb-2018,"Terumah","maf","Exodus 27:17 - 27:19",3
17-Feb-2018,"Terumah","Haftara","I Kings 5:26 - 6:13",

24-Feb-2018,"Tetzaveh",1,"Exodus 27:20 - 28:12",14
24-Feb-2018,"Tetzaveh",2,"Exodus 28:13 - 28:30",18
24-Feb-2018,"Tetzaveh",3,"Exodus 28:31 - 28:43",13
24-Feb-2018,"Tetzaveh",4,"Exodus 29:1 - 29:18",18
24-Feb-2018,"Tetzaveh",5,"Exodus 29:19 - 29:37",19
24-Feb-2018,"Tetzaveh",6,"Exodus 29:38 - 29:46",9
24-Feb-2018,"Tetzaveh",7,"Exodus 30:1 - 30:10",10
24-Feb-2018,"Tetzaveh","maf","Deuteronomy 25:17 - 25:19 (Shabbat Zachor)",
24-Feb-2018,"Tetzaveh","Haftara","I Samuel 15:2 - 15:34 (Shabbat Zachor)",

03-Mar-2018,"Ki Tisa",1,"Exodus 30:11 - 31:17",45
03-Mar-2018,"Ki Tisa",2,"Exodus 31:18 - 33:11",47
03-Mar-2018,"Ki Tisa",3,"Exodus 33:12 - 33:16",5
03-Mar-2018,"Ki Tisa",4,"Exodus 33:17 - 33:23",7
03-Mar-2018,"Ki Tisa",5,"Exodus 34:1 - 34:9",9
03-Mar-2018,"Ki Tisa",6,"Exodus 34:10 - 34:26",17
03-Mar-2018,"Ki Tisa",7,"Exodus 34:27 - 34:35",9
03-Mar-2018,"Ki Tisa","maf","Exodus 34:33 - 34:35",3
03-Mar-2018,"Ki Tisa","Haftara","I Kings 18:1 - 18:39",

10-Mar-2018,"Vayakhel-Pekudei",1,"Exodus 35:1 - 35:29",29
10-Mar-2018,"Vayakhel-Pekudei",2,"Exodus 35:30 - 37:16",60
10-Mar-2018,"Vayakhel-Pekudei",3,"Exodus 37:17 - 37:29",13
10-Mar-2018,"Vayakhel-Pekudei",4,"Exodus 38:1 - 39:1",32
10-Mar-2018,"Vayakhel-Pekudei",5,"Exodus 39:2 - 39:21",20
10-Mar-2018,"Vayakhel-Pekudei",6,"Exodus 39:22 - 39:43",22
10-Mar-2018,"Vayakhel-Pekudei",7,"Exodus 40:1 - 40:38",38
10-Mar-2018,"Vayakhel-Pekudei","maf","Numbers 19:1 - 19:22 (Shabbat Parah)",
10-Mar-2018,"Vayakhel-Pekudei","Haftara","Ezekiel 36:16 - 36:38 (Shabbat Parah)",

17-Mar-2018,"Vayikra",1,"Leviticus 1:1 - 1:13",13
17-Mar-2018,"Vayikra",2,"Leviticus 1:14 - 2:6",10
17-Mar-2018,"Vayikra",3,"Leviticus 2:7 - 2:16",10
17-Mar-2018,"Vayikra",4,"Leviticus 3:1 - 3:17",17
17-Mar-2018,"Vayikra",5,"Leviticus 4:1 - 4:26",26
17-Mar-2018,"Vayikra",6,"Leviticus 4:27 - 5:10",19
17-Mar-2018,"Vayikra",7,"Leviticus 5:11 - 5:26",16
17-Mar-2018,"Vayikra","maf","Numbers 28:9 - 28:15 (Shabbat Rosh Chodesh)",
17-Mar-2018,"Vayikra","Haftara","Isaiah 66:1 - 66:24 (Shabbat Rosh Chodesh)",

24-Mar-2018,"Tzav",1,"Leviticus 6:1 - 6:11",11
24-Mar-2018,"Tzav",2,"Leviticus 6:12 - 7:10",22
24-Mar-2018,"Tzav",3,"Leviticus 7:11 - 7:38",28
24-Mar-2018,"Tzav",4,"Leviticus 8:1 - 8:13",13
24-Mar-2018,"Tzav",5,"Leviticus 8:14 - 8:21",8
24-Mar-2018,"Tzav",6,"Leviticus 8:22 - 8:29",8
24-Mar-2018,"Tzav",7,"Leviticus 8:30 - 8:36",7
24-Mar-2018,"Tzav","maf","Leviticus 8:33 - 8:36",4
24-Mar-2018,"Tzav","Haftara","Malachi 3:4 - 3:24 (Shabbat HaGadol)",

14-Apr-2018,"Shmini",1,"Leviticus 9:1 - 9:16",16
14-Apr-2018,"Shmini",2,"Leviticus 9:17 - 9:23",7
14-Apr-2018,"Shmini",3,"Leviticus 9:24 - 10:11",12
14-Apr-2018,"Shmini",4,"Leviticus 10:12 - 10:15",4
14-Apr-2018,"Shmini",5,"Leviticus 10:16 - 10:20",5
14-Apr-2018,"Shmini",6,"Leviticus 11:1 - 11:32",32
14-Apr-2018,"Shmini",7,"Leviticus 11:33 - 11:47",15
14-Apr-2018,"Shmini","maf","Leviticus 11:45 - 11:47",3
